id,judge_id,court_id,judge,court,,,,name,judges_id,,id,district,county
,171,,Honorable Russell Wilson,81st District Court,Frio,,,Honorable Amanda Lea Reichek,452,,,,
,297,,Honorable Gary Lynn Banks,35th District Court,Brown,,,Honorable Erin A. Nowell,453,,,,
,181,,Honorable Madeleine Connor,459th District Court,Travis,,,Honorable Bonnie Sudderth,454,,,,
,298,,Honorable Douglas M. Robison,393rd District Court,Denton,,,Honorable W. Scott Golemon,455,,,,
,299,,Honorable Todd A. Blomerth,250th District Court,Travis,,,Honorable Clarissa Silva,456,,,,
,300,,Honorable Sandra Peake,257th District Court,Harris,,,Honorable Per Curiam,457,,,,
,301,,Honorable John P. Chupp,141st District Court,Tarrant,,,Honorable Judy Crowder Parker,458,,,,
,302,,Honorable Walden Shelton,37th District Court,Bexar,,,Honorable Brian Keith Walker,459,,,,
,53,,Honorable Jessica Lauren Mangrum,126th District Court,Travis,,,Honorable Scott  E. Stevens,460,,,,
,303,,Honorable Greg King,County Court at Law No 2,Wichita,,,Honorable William Norman Pedersen,461,,,,
,304,,Honorable Inna S. Rogoff-Klein,214th District Court,Nueces,,,Honorable William Stacy Trotter,462,,,,
,305,,Honorable Sara Maynard,County Court at Law No 2,Smith,,,Honorable Matthew E. Johnson,463,,,,
,306,,Honorable David Glenn Rogers,142nd District Court,Midland,,,Honorable D. Michael Wallach,464,,,,
,307,,Honorable Stephanie S. Bascon,274th District Court,Comal,,,Honorable Tom W. Gray,465,,,,
,308,,Honorable Dwight E. Peschel,207th District Court,Hays,,,Honorable Charles Spain,466,,,,
,309,,Honorable William (Billy) R. Eichman,364th District Court,Lubbock,,,Honorable Rosa Lopez Theofanis,467,,,,
,195,,Honorable Elizabeth H. Beach,Criminal District Court 1,Tarrant,,,Honorable Dori Contreras,468,,,,
,310,,Honorable Noe Gonzalez,370th District Court,Hidalgo,,,Honorable Lawrence M. Doss,469,,,,
,261,,Honorable Rosie Alvarado,438th District Court,Bexar,,,Honorable Daymon Jeffrey Rambin,470,,,,
,311,,Honorable Nicole Garza,131st District Court,Bexar,,,Honorable Charles Van Cleef,471,,,,
,312,,Honorable Christi J. Kennedy,114th District Court,Smith,,,Honorable Beth Watkins,472,,,,
,313,,Honorable Lawrence David Weiman,80th District Court,Harris,,,"Honorable Margaret ""Meg"" Poissant",473,,,,
,314,,Honorable Maria Cantú Hexsel,261st District Court,Travis,,,Honorable Sarah Beth Landau,474,,,,
,314,,Honorable Maria Cantú Hexsel,53rd District Court,Travis,,,Honorable Alex L Yarbrough,475,,,,
,315,,Honorable Jack William Pulcher,105th District Court,Nueces,,,Honorable Elizabeth Sturdivant Kerr,476,,,,
,316,,Honorable Graham Quisenberry,415TH DISTRICT COURT,Parker,,,Honorable Luz Elena D Chapa,477,,,,
,59,,Honorable Carson Campbell,21st District Court,Burleson,,,Honorable Jim Wright,478,,,,
,317,,Honorable Rick J. Kennon,368th District Court,Williamson,,,Honorable Randy Wilson,479,,,,
,83,,Honorable Lora J. Livingston,200th District Court,Travis,,,Honorable Leanne Johnson,480,,,,
,318,,Honorable Sid L. Harle,408th District Court,Bexar,,,Honorable W. Bruce Williams,481,,,,
,319,,Honorable Dustin Mark Howell,98th District Court,Travis,,,Honorable Frances Bourliot,482,,,,
,320,,Honorable Gary Coley,74th District Court,McLennan,,,Honorable Lisa J. Soto,483,,,,
,321,,Honorable Robert A. Perkins,County Court at Law No 6,El Paso,,,Honorable Jaime Eduardo Tijerina,484,,,,
,322,,Honorable Wesley R. Ward,234th District Court,Harris,,,Honorable Kathleene Dennise Garcia,485,,,,
,324,,Honorable Mary Catherine Brown,305th District Court,Dallas,,,Honorable Lori Irene Valenzuela,486,,,,
,325,,Honorable Robert L. Rolnick,458th District Court,Fort Bend,,,Honorable Nora L. Longoria,487,,,,
,311,,Honorable Nicole Garza,73rd District Court,Bexar,,,Honorable Thomas John Baker,488,,,,
,326,,Honorable Gloria M. Rincones,404th District Court,Cameron,,,Honorable Irene Rios,489,,,,
,327,,Honorable James Harold Shoemake,434th District Court,Fort Bend,,,Honorable Amparo Monique Guerra,490,,,,
,328,,Honorable Brendan J. Doran,Anderson County Court,Anderson,,,Honorable Richard F. Hightower,491,,,,
,329,,Honorable John Franklin Phillips,274th District Court,Hays,,,Honorable Peter Michael Kelly,492,,,,
,330,,Honorable Mark Morefield,75th District Court,Liberty,,,Honorable Liza Ann Rodriguez,493,,,,
,331,,Honorable Michael J. Wood,Probate Court No 2,Harris,,,Honorable Kenneth Price Wise,494,,,,
,332,,Honorable Kimberly Lemons Allen,69th District Court,Dallam,,,Honorable Kevin D. Jewell,495,,,,
,333,,Honorable Robert K. Schaffer,152nd District Court,Harris,,,Honorable Nora Longoria,496,,,,
,188,,Honorable Charles E. Montemayor,73rd District Court,Bexar,,,Honorable Julie Countiss,497,,,,
,334,,Honorable Glen H. Devlin,313th District Court,Harris,,,Honorable Darlene Byrne,498,,,,
,335,,Honorable Lauren Reeder,234th District Court,Harris,,,Honorable Jay M. Wright,499,,,,
,336,,Honorable James M. Rush,244th District Court,Ector,,,Honorable Gina  M.  Palafox,500,,,,
,337,,Honorable Sandra Jackson,302nd District Court,Dallas,,,Honorable J. Woodfin 'Woodie' Jones,501,,,,
,326,,Honorable Gloria M. Rincones,445th District Court,Cameron,,,Honorable Gordon Goodman,502,,,,
,338,,Honorable Carter Thompson,Criminal District Court 5 of Dallas County,Dallas,,,Honorable Brian Hoyle,503,,,,
,339,,Honorable Jerald Dean Fowler,115th District Court,Upshur,,,Honorable Georgina M. Benavides,504,,,,
,340,,Honorable H. D. Black,13th District Court,Navarro,,,Honorable Patricia O'Connell Alvarez,505,,,,
,341,,Honorable Monica Z. Notzon,49th District Court,Webb,,,Honorable Bill Bass,506,,,,
,20,,Honorable Maya Guerra Gamble,126th District Court,Travis,,,Honorable James T. Worthen,507,,,,
,342,,Honorable John W. Smith,161st District Court,Ector,,,Honorable N. Terry Adams,508,,,,
,131,,Honorable Kimberly S. Burley,224th District Court,Bexar,,,Honorable Hollis  Horton,509,,,,
,343,,Honorable William R. Burke,189th District Court,Harris,,,Honorable E. Lee Gabriel,510,,,,
,344,,Honorable Christopher W. Ponder,Probate Court No 1,Tarrant,,,Honorable Barbara E. Rosenberg,511,,,,
,345,,Honorable Kristin Bays,284th District Court,Montgomery,,,Honorable Robert D. Burns,512,,,,
,174,,Honorable Cleve W. Doty,455th District Court,Travis,,,Honorable Rebeca C. Martinez,513,,,,
,85,,Honorable William D. Old,25th District Court,Guadalupe,,,Honorable Jeffrey S. Alley,514,,,,
,266,,Honorable Tina Torres,285th District Court,Bexar,,,Honorable Sandee Bryan Marion,515,,,,
,346,,Honorable Donna S. Rayes,73rd District Court,Bexar,,,Honorable Lana Rolf Myers,516,,,,
,347,,Honorable Dena Fisher,315th District Court,Harris,,,Honorable David E. Puryear,517,,,,
,267,,Honorable David L. Gleason,108th District Court,Potter,,,Honorable Jeffrey L. Rose,518,,,,
,131,,Honorable Kimberly S. Burley,73rd District Court,Bexar,,,Honorable Carolyn I. Wright,519,,,,
,348,,Honorable George B. Flint,401st District Court,Collin,,,Honorable Leslie Lester Osborne,520,,,,
,349,,Honorable Joe Fauth,Grimes County Court,Grimes,,,Honorable Leticia Hinojosa,521,,,,
,261,,Honorable Rosie Alvarado,45th District Court,Bexar,,,Honorable Josh R. Morriss,522,,,,
,350,,Honorable Judith G. Wells,325th District Court,Tarrant,,,Honorable David J. Schenck,523,,,,
,351,,Honorable Lisa Andrews,Harrison County Court,Harrison,,,Honorable Sherry Radack,524,,,,
,20,,Honorable Maya Guerra Gamble,345th District Court,Travis,,,Honorable Melissa Young Goodwin,525,,,,
,352,,Honorable Amado Jose Abascal,365th District Court,Maverick,,,,,,,,
,353,,Honorable Joe M. Black,County Court At Law,Harrison,,,,,,,,
,354,,Honorable Maribel Flores,293rd District Court,Dimmit,,,,,,,,
,299,,Honorable Todd A. Blomerth,345th District Court,Travis,,,,,,,,
,355,,Honorable Juli Mathew,County Court at Law #4,Fort Bend,,,,,,,,
,356,,Honorable Barbara Lane Walther,51st District Court,Irion,,,,,,,,
,86,,Honorable Catherine A. Mauzy,200th District Court,Travis,,,,,,,,
,273,,Honorable Laura L. Salinas,131st District Court,Bexar,,,,,,,,
,357,,Honorable Gary L. Steel,274th District Court,Guadalupe,,,,,,,,
,358,,Honorable Susan G. Lowery,County Court at Law No 3,Fort Bend,,,,,,,,
,359,,Honorable Nancy Cutler Mulder,Criminal District Court 6,Dallas,,,,,,,,
,360,,Honorable Juanita Pavlick,90th District Court,Stephens,,,,,,,,
,192,,Honorable Pedro (Pete) Gomez,112th District Court,Pecos,,,,,,,,
,361,,Honorable Steve J. Duskie,426th District Court,Bell,,,,,,,,
,192,,Honorable Pedro (Pete) Gomez,112th District Court,Upton,,,,,,,,
,362,,Honorable James W. Locke,County Court at Law No 2,Brazos,,,,,,,,
,12,,Honorable Jan Soifer,53rd District Court,Travis,,,,,,,,
,363,,Honorable Caroline E. Baker,295th District Court,Harris,,,,,,,,
,364,,Honorable Walter G. Armatys,328th District Court,Fort Bend,,,,,,,,
,365,,Honorable Kerri M. Foley,County Court at Law No 2,Galveston,,,,,,,,
,366,,Honorable Reva L. Towslee Corbett,335th District Court,Burleson,,,,,,,,
,203,,Honorable Bryan (Rusty) F. Russ,82nd District Court,Falls,,,,,,,,
,367,,Honorable Ann-Marie Carruth,72nd District Court,Lubbock,,,,,,,,
,368,,Honorable Steven E. Kirkland,334th District Court,Harris,,,,,,,,
,369,,Honorable Robert Bruce McFarling,362nd District Court,Denton,,,,,,,,
,210,,Honorable Eric Shepperd,County Court at Law No 2,Travis,,,,,,,,
,370,,Honorable Lesley Briones,County Civil Court at Law No 4,Harris,,,,,,,,
,371,,Honorable William (Bill) McLeod,County Civil Court at Law No 4,Harris,,,,,,,,
,104,,Honorable Karin R. Crump,353rd District Court,Travis,,,,,,,,
,372,,Honorable Phil A. Grant,9th District Court,Montgomery,,,,,,,,
,373,,Honorable Jim Meyer,170th District Court,McLennan,,,,,,,,
,374,,Honorable Michael Barry Newman,Probate Court No 2,Harris,,,,,,,,
,375,,Honorable Keno Vasquez,398th District Court,Hidalgo,,,,,,,,
,376,,Honorable Mario Efrain Ramirez,332nd District Court,Hidalgo,,,,,,,,
,377,,Honorable Thomas Nathaniel Stuckey,421st District Court,Caldwell,,,,,,,,
,266,,Honorable Tina Torres,150th District Court,Bexar,,,,,,,,
,378,,Honorable Matt Hand,County Court at Law No 2,Potter,,,,,,,,
,379,,Honorable Angela Michelle Tucker,199th District Court,Collin,,,,,,,,
,380,,Honorable Cynthia McCrann Wheless,417th District Court,Collin,,,,,,,,
,382,,Honorable Douglas H. Freitag,140th District Court,Lubbock,,,,,,,,
,383,,Honorable Charles Butler,336th District Court,Fannin,,,,,,,,
,384,,Honorable Shaun Carpenter,220th District Court,Hamilton,,,,,,,,
,83,,Honorable Lora J. Livingston,201st District Court,Travis,,,,,,,,
,54,,Honorable Brock R. Smith,271st District Court,Jack,,,,,,,,
,385,,Honorable LaShawn A. Williams,County Civil Court at Law No 3,Harris,,,,,,,,
,386,,Honorable William Stephen Ellis,35th District Court,Mills,,,,,,,,
,387,,Honorable Beauford K. Downs,77th District Court,Limestone,,,,,,,,
,388,,Honorable Karen H. Pozza,49th District Court,Webb,,,,,,,,
,198,,Honorable Aaron Haas,45th District Court,Bexar,,,,,,,,
,97,,Honorable Albert D. Pattillo,216th District Court,Kerr,,,,,,,,
,131,,Honorable Kimberly S. Burley,150th District Court,Bexar,,,,,,,,
,389,,Honorable Stacey L. Mathews,224th District Court,Bexar,,,,,,,,
,390,,Honorable Scott H. Jenkins,98th District Court,Travis,,,,,,,,
,391,,Honorable Marvin L. Moore,County Court at Law No 2,Midland,,,,,,,,
,392,,Honorable Eli Elmo Garza,377th District Court,Victoria,,,,,,,,
,393,,Honorable Barnett Walker,County Court at Law No 2,Collin,,,,,,,,
,394,,Honorable Bonnie Rangel,171st District Court,El Paso,,,,,,,,
,395,,Honorable Jay Michael (Pat) Phelan,286th District Court,Hockley,,,,,,,,
,390,,Honorable Scott H. Jenkins,53rd District Court,Travis,,,,,,,,
,396,,Honorable Susan Dolan Reed,37th District Court,Bexar,,,,,,,,
,215,,Honorable Scot Gibbons Dollinger,180th District Court,Harris,,,,,,,,
,188,,Honorable Charles E. Montemayor,408th District Court,Bexar,,,,,,,,
,232,,Honorable Evan Clay Stubbs,33rd District Court,Blanco,,,,,,,,
,397,,Honorable Craig Smith,192nd District Court,Dallas,,,,,,,,
,131,,Honorable Kimberly S. Burley,37th District Court,Bexar,,,,,,,,
,398,,Honorable Patricia O'Cana-Olivarez,Hidalgo County Court at Law No. 9,Hidalgo,,,,,,,,
,277,,Honorable Angela Saucier,76th District Court,Camp,,,,,,,,
,20,,Honorable Maya Guerra Gamble,201st District Court,Travis,,,,,,,,
,399,,Honorable Donald W. Dowd,Cass County Court,Cass,,,,,,,,
,400,,Honorable William Edwin Denman,412th Distric Court,Brazoria,,,,,,,,
,401,,Honorable Baldemar Garza,229th District Court,Starr,,,,,,,,
,34,,Honorable Paula Rosales,County Court at Law No 5,Dallas,,,,,,,,
,402,,Honorable Kerry L. Russell,7th District Court,Smith,,,,,,,,
,403,,Honorable Christopher G. Morales,County Court at Law No 1,Fort Bend,,,,,,,,
,404,,Honorable Daniel Earle Hinde,269th District Court,Harris,,,,,,,,
,405,,Honorable Julia Argelia Maldonado,507th District Court,Harris,,,,,,,,
,37,,Honorable Jeff Steinhauser,155th District Court,Austin,,,,,,,,
,406,,Honorable Oscar J. Kazen,Probate Court No 1,Bexar,,,,,,,,
,21,,Honorable Hal R. Ridley,278th District Court,Madison,,,,,,,,
,131,,Honorable Kimberly S. Burley,408th District Court,Bexar,,,,,,,,
,407,,Honorable J. D. Langley,361st District Court,Brazos,,,,,,,,
,408,,Honorable Robert E. Cadena,County Court at Law,Reeves,,,,,,,,
,409,,Honorable Robert Vargas,County Court at Law No 1,Nueces,,,,,,,,
,262,,Honorable Linda A. Rodriguez,37th District Court,Bexar,,,,,,,,
,410,,Honorable Thomas Chambers,253rd District Court,Liberty,,,,,,,,
,273,,Honorable Laura L. Salinas,224th District Court,Bexar,,,,,,,,
,411,,Honorable Enrique Fernandez,63rd District Court,Val Verde,,,,,,,,
,253,,Honorable Monique Diaz,438th District Court,Bexar,,,,,,,,
,412,,Honorable Raymond G. Wheless,366th District Court,Collin,,,,,,,,
,413,,Honorable Hal Ridley,278th District Court,Madison,,,,,,,,
,413,,Honorable Hal Ridley,278th District Court,Walker,,,,,,,,
,414,,Honorable Matthew E. Johnson,54th District Court,McLennan,,,,,,,,
,415,,Honorable Bonnie J. Robison,Probate Court,Denton,,,,,,,,
,416,,Honorable Elma T. S. Ender,341st District Court,Webb,,,,,,,,
,417,,Honorable Charles L. Chapman,51st District Court,Tom Green,,,,,,,,
,418,,Honorable Janice C. Stone,County Court at Law,Cherokee,,,,,,,,
,419,,Honorable Robert (Bobby) E. Bell,267th District Court,De Witt,,,,,,,,
,420,,Honorable Stephen Yelenosky,353rd District Court,Travis,,,,,,,,
,421,,Honorable Andrea Lopes James,272nd District Court,Brazos,,,,,,,,
,188,,Honorable Charles E. Montemayor,288th District Court,Bexar,,,,,,,,
,422,,Honorable Sherry Shipman,211th District Court,Denton,,,,,,,,
,423,,Honorable Todd Wong,County Court at Law No 1,Travis,,,,,,,,
,408,,Honorable Robert E. Cadena,83rd District Court,Pecos,,,,,,,,
,104,,Honorable Karin R. Crump,126th District Court,Travis,,,,,,,,
,424,,Honorable Douglas R. Woodburn,181st District Court,Potter,,,,,,,,
,319,,Honorable Dustin Mark Howell,345th District Court,Travis,,,,,,,,
,425,,Honorable William C. Bosworth,413th District Court,Johnson,,,,,,,,
,426,,Honorable Tracy A. Gilbert,418th District Court,Montgomery,,,,,,,,
